iter	Logloss
0	0.5158564563
1	0.3703599723
2	0.2809533054
3	0.2338676661
4	0.1723053759
5	0.1461984237
6	0.1257879808
7	0.09271241237
8	0.07317908682
9	0.06572557084
10	0.05366026318
11	0.04753286099
12	0.04362296675
13	0.03699748508
14	0.03384826668
15	0.03030224236
16	0.02706312833
17	0.02462513251
18	0.0220168725
19	0.02072226033
20	0.01975556143
21	0.01848894201
22	0.0172699822
23	0.01620207129
24	0.01541370963
25	0.01463220789
26	0.01397979868
27	0.01343879656
28	0.01288228818
29	0.01239725599
30	0.01198679167
31	0.01131231062
32	0.0106573175
33	0.01020486197
34	0.009688964197
35	0.009014006305
36	0.008765738112
37	0.008541452599
38	0.008241849816
39	0.008113265518
40	0.007934874207
41	0.007633885367
42	0.007550509122
43	0.007350600279
44	0.007157595773
45	0.006893317521
46	0.006822558981
47	0.006744872135
48	0.006663585888
49	0.006546742513
50	0.006476436903
51	0.0063202492
52	0.006284908303
53	0.006146011481
54	0.006014282984
55	0.00586390351
56	0.005718236982
57	0.005632457983
58	0.005595306097
59	0.005502948423
60	0.005378854382
61	0.00528581294
62	0.005217031362
63	0.005096424972
64	0.005066896884
65	0.004982546076
66	0.004879688138
67	0.004840832667
68	0.004734577958
69	0.004602362705
70	0.00452341203
71	0.004472229434
72	0.004452265388
73	0.004382275584
74	0.00432919445
75	0.004314984817
76	0.004226792878
77	0.004163989332
78	0.004140477794
79	0.004057976014
80	0.003974247665
81	0.003936438017
82	0.003855224966
83	0.003811523631
84	0.003742675748
85	0.0037426681
86	0.00370002134
87	0.003674746269
88	0.003602051642
89	0.003568817103
90	0.00351089784
91	0.003488388671
92	0.003466071959
93	0.003431219123
94	0.00340966007
95	0.003404262991
96	0.003377205284
97	0.003341664105
98	0.003274741142
99	0.003253954961
100	0.003234782304
101	0.003234304846
102	0.003228886117
103	0.003199650195
104	0.003154822566
105	0.003081480468
106	0.00307175683
107	0.003060277096
108	0.002991324903
109	0.002953289368
110	0.002933754888
111	0.002888393587
112	0.002888385838
113	0.002888373488
114	0.00288294153
115	0.002860029858
116	0.002860007842
117	0.002827284493
118	0.002766373242
119	0.002725467514
120	0.002725393424
121	0.00271915664
122	0.002719147322
123	0.002704888902
124	0.002672789448
125	0.002659301909
126	0.002655176727
127	0.002655123947
128	0.002655123947
129	0.002642474152
130	0.002641634928
131	0.002607400797
132	0.002607395432
133	0.002589821649
134	0.002577049936
135	0.002577002413
136	0.002562075383
137	0.002562018664
138	0.002548946706
139	0.002548925449
140	0.002548918501
141	0.002548843491
142	0.002548804977
143	0.002548804977
144	0.002548804977
145	0.002548804977
146	0.002548804119
147	0.002501965891
148	0.002492707322
149	0.002492115149
150	0.002492095772
151	0.002446016234
152	0.002405566049
153	0.002405565857
154	0.002405561443
155	0.002405552042
156	0.002365452257
157	0.002357345479
158	0.002346481051
159	0.002319477423
160	0.002307240613
161	0.002307136674
162	0.002299816185
163	0.002294552197
164	0.002284532258
165	0.002269322706
166	0.002269304447
167	0.002269298959
168	0.002237569133
169	0.002237562962
170	0.00222195196
171	0.002221951255
172	0.002221936031
173	0.002217213091
174	0.002217213091
175	0.00221720786
176	0.00221719576
177	0.002217157613
178	0.002217097662
179	0.002217093256
180	0.002217077743
181	0.002182502876
182	0.002182497958
183	0.00218248425
184	0.00218248425
185	0.00218248425
186	0.002182483457
187	0.002182471966
188	0.002182471966
189	0.002182468929
190	0.002182462585
191	0.00218244835
192	0.00218244835
193	0.002182395236
194	0.002182395236
195	0.002182391938
196	0.002182385765
197	0.00218233283
198	0.002182308878
199	0.002182240146
200	0.002181478216
201	0.00218146509
202	0.002181456743
203	0.002181456743
204	0.002181455203
205	0.002181455203
206	0.002164830064
207	0.002151936631
208	0.002143946921
209	0.002143406138
210	0.002104560236
211	0.002104558817
212	0.002104555215
213	0.002104548918
214	0.002104534219
215	0.002083520296
216	0.002083494637
217	0.002076040795
218	0.002076025157
219	0.002076005528
220	0.002075975742
221	0.002075194142
222	0.002075191568
223	0.002075178518
224	0.002075178518
225	0.002075178518
226	0.002075178518
227	0.002075178518
228	0.002075178518
229	0.002043403224
230	0.002043401146
231	0.00204334193
232	0.002023072161
233	0.002023053124
234	0.002023050129
235	0.002023026141
236	0.00202290851
237	0.00202286081
238	0.002022857172
239	0.002003195487
240	0.001998648753
241	0.001998643054
242	0.001998043645
243	0.001998039279
244	0.00199802792
245	0.001998016563
246	0.001997993897
247	0.001997993897
248	0.001997992904
249	0.001997992904
250	0.001997992904
251	0.001997992904
252	0.001997992904
253	0.001997992904
254	0.001997992904
255	0.001997992904
256	0.001997992904
257	0.001997992904
258	0.001997992904
259	0.001997992904
260	0.001997992904
261	0.001988337201
262	0.001988337201
263	0.001988327908
264	0.001988316836
265	0.001988308055
266	0.001988298777
267	0.001988275183
268	0.001988273102
269	0.001988271945
270	0.001988267318
271	0.001988262694
272	0.001988252484
273	0.001988230473
274	0.001988208436
275	0.001988199197
276	0.001988196889
277	0.001988194582
278	0.001988192276
279	0.001987082942
280	0.001962617779
281	0.001962570107
282	0.001962547418
283	0.001962524751
284	0.001962524751
285	0.001962524751
286	0.001962524751
287	0.001962524751
288	0.001962524751
289	0.001962524751
290	0.001962524751
291	0.001962524751
292	0.001962524751
293	0.001962524751
294	0.001962524751
295	0.001962524751
296	0.001962524751
297	0.001962524751
298	0.001962524751
299	0.001962524751
